"","X","year","family","height","R8","planting","flower","maturity","lodging","yield","protein","oil","size"
"DS11-03045",27533.0833333333,2012.16666666667,3,96.1,128.454545454545,519.583333333333,698.5,924.909090909091,1.4,3817.41666666667,34.6166666666667,18.9333333333333,14.0166666666667
"DS11-03047",27534.0833333333,2012.16666666667,3,109.4,132,519.583333333333,700.666666666667,928.454545454545,1.87,4288.83333333333,33.8333333333333,18.9166666666667,15.3833333333333
"DS11-03048",27535.0833333333,2012.16666666667,3,101.9,130.636363636364,519.583333333333,699.833333333333,927.090909090909,1.9,3813,33.0166666666667,19.8833333333333,14.95
"DS11-03050",27536.0833333333,2012.16666666667,3,96.2,130.727272727273,519.583333333333,700.166666666667,927.181818181818,1.33,3792,35,18.7833333333333,15.9833333333333
"DS11-03052",27537.0833333333,2012.16666666667,3,93.4,128.090909090909,519.583333333333,698.666666666667,924.545454545455,1.58,3953,32.7,20.4166666666667,16.8833333333333
"DS11-03053",27538.0833333333,2012.16666666667,3,95.2,127.090909090909,519.583333333333,700.5,923.545454545455,1.31,3967.91666666667,33.7666666666667,19.6666666666667,16.7833333333333
"DS11-03055",27539.0833333333,2012.16666666667,3,97.2,129.090909090909,519.583333333333,699.166666666667,925.545454545455,1.21,4315.5,33.1666666666667,19.8833333333333,18.6333333333333
"DS11-03057",27540.0833333333,2012.16666666667,3,91.7,125.454545454545,519.583333333333,698.666666666667,921.909090909091,1.38,4006.33333333333,32.2833333333333,20.4166666666667,18.7833333333333
"DS11-03058",27541.0833333333,2012.16666666667,3,102.5,129.5,519.583333333333,702.166666666667,923.5,1.3,4213.83333333333,33.2666666666667,19.85,14.85
"DS11-03059",27542.0833333333,2012.16666666667,3,101.5,127.909090909091,519.583333333333,700.833333333333,924.363636363636,1.5,3878.25,31.7333333333333,20.6333333333333,15.1166666666667
"DS11-03062",27543.0833333333,2012.16666666667,3,97.9,128.636363636364,519.583333333333,701.666666666667,925.090909090909,1.68,4030.66666666667,33.1,20.1833333333333,16.5666666666667
"DS11-03064",27544.0833333333,2012.16666666667,3,105,130.272727272727,519.583333333333,699.833333333333,926.727272727273,1.27,4316,33.1666666666667,19.6,17.3833333333333
"DS11-03065",27545.0833333333,2012.16666666667,3,100.2,126.363636363636,519.583333333333,700.833333333333,922.818181818182,1.73,3763.83333333333,32.7166666666667,20.0833333333333,15.0666666666667
"DS11-03066",27546.0833333333,2012.16666666667,3,104.8,129.636363636364,519.583333333333,700.333333333333,926.090909090909,1.42,4194.75,33.4666666666667,19.55,16.3166666666667
"DS11-03067",27547.0833333333,2012.16666666667,3,91.8,128,519.583333333333,698.666666666667,924.454545454545,1.33,4161.08333333333,33.7833333333333,19.25,16
"DS11-03070",27548.0833333333,2012.16666666667,3,90.7,126.909090909091,519.583333333333,700.833333333333,923.363636363636,1.58,3912.25,31.9166666666667,19.6,16.75
"DS11-03071",27549.0833333333,2012.16666666667,3,107.4,131.181818181818,519.583333333333,699.666666666667,927.636363636364,1.82,4281.16666666667,32.8666666666667,20.65,17.7833333333333
"DS11-03072",27550.0833333333,2012.16666666667,3,107.7,129.727272727273,519.583333333333,700.833333333333,926.181818181818,1.82,4196.75,33.2833333333333,19.65,18.0833333333333
"DS11-03074",27551.0833333333,2012.16666666667,3,92.6,127.909090909091,519.583333333333,698.5,924.363636363636,1.45,4060.75,32.7166666666667,20.1833333333333,18.5333333333333
"DS11-03075",27552.0833333333,2012.16666666667,3,87,129.727272727273,519.583333333333,699.5,926.181818181818,1.23,4170.75,32.55,20.0166666666667,17.4833333333333
"DS11-03076",27553.0833333333,2012.16666666667,3,86.9,124.636363636364,519.583333333333,699.666666666667,921.090909090909,1.48,3695.91666666667,31.6166666666667,20.5,15.4333333333333
"DS11-03077",27554.0833333333,2012.16666666667,3,109.5,128.363636363636,519.583333333333,700.333333333333,924.818181818182,2,3599.91666666667,33.6166666666667,19.5,16.5833333333333
"DS11-03078",27555.0833333333,2012.16666666667,3,119.3,133.090909090909,519.583333333333,699.833333333333,929.545454545455,1.77,3844.08333333333,33.2833333333333,19.5,17.7666666666667
"DS11-03079",27556.0833333333,2012.16666666667,3,91.7,131.454545454545,519.583333333333,700.333333333333,927.909090909091,1.33,4205.08333333333,33.6666666666667,18.9,16.7666666666667
"DS11-03080",27557.0833333333,2012.16666666667,3,95.7,127.272727272727,519.583333333333,700.333333333333,923.727272727273,1.43,3841.75,32.2,20.0666666666667,17.45
"DS11-03081",27558.0833333333,2012.16666666667,3,98.3,125.181818181818,519.583333333333,699.166666666667,921.636363636364,1.43,4135.5,33.1,20.0333333333333,15.4
"DS11-03082",27559.0833333333,2012.16666666667,3,95.1,127.090909090909,519.583333333333,698.833333333333,923.545454545455,1.43,4164.83333333333,33.7333333333333,19.65,16.7833333333333
"DS11-03083",27560.0833333333,2012.16666666667,3,87.7,127,519.583333333333,697,923.454545454545,1.33,4044.58333333333,32.1833333333333,20.8833333333333,18.9666666666667
"DS11-03084",27561.0833333333,2012.16666666667,3,97.1,127.818181818182,519.583333333333,698.833333333333,924.272727272727,1.25,4110.08333333333,32.8166666666667,20.3166666666667,18.5166666666667
"DS11-03085",27562.0833333333,2012.16666666667,3,89,125.454545454545,519.583333333333,700.833333333333,921.909090909091,1.53,3886.83333333333,32.7833333333333,20.35,16.7666666666667
"DS11-03086",27563.0833333333,2012.16666666667,3,98.4,128.909090909091,519.583333333333,697.833333333333,925.363636363636,1.78,3855.5,33.5,19.7333333333333,15.35
"DS11-03088",27564.0833333333,2012.16666666667,3,104.2,127.818181818182,519.583333333333,701.333333333333,924.272727272727,1.55,4285.83333333333,32.7666666666667,20.7166666666667,19.6333333333333
"DS11-03089",27565.0833333333,2012.16666666667,3,96.8,131.636363636364,519.583333333333,698.5,928.090909090909,1.32,4303.16666666667,33.3833333333333,19.6166666666667,18.4166666666667
"DS11-03104",27896.2,2012.4,3,94.375,129.888888888889,518.6,699.6,925.111111111111,1.5375,4037.4,34.35,18.9,15.9
"DS11-03106",27897.2,2012.4,3,97.25,131.555555555556,518.6,701.6,926.777777777778,2.475,4083,33.225,19.575,15.875
"DS11-03108",27898.2,2012.4,3,83.75,130.444444444444,518.6,701.4,925.666666666667,1.45,3846,34.725,19.45,17.175
"DS11-03109",27899.2,2012.4,3,98.375,132,518.6,702.2,927.222222222222,1.7,3890.1,33.7,19.6,15.675
"DS11-03110",27900.2,2012.4,3,83.25,131.111111111111,518.6,704.6,926.333333333333,1.5125,4071.2,32.55,19.85,16.55
"DS11-03111",27901.2,2012.4,3,99.25,130.333333333333,518.6,703.6,925.555555555556,1.725,3997.1,33.275,19.65,18.875
"DS11-03112",27902.2,2012.4,3,86.75,128.888888888889,518.6,703.4,924.111111111111,1.6375,3825.4,34.95,19.4,15.875
"DS11-03113",27903.2,2012.4,3,95.5,129.777777777778,518.6,701,925,1.725,3943.6,34,19.35,15.45
"DS11-03115",27904.2,2012.4,3,94.75,128.111111111111,518.6,703.4,923.333333333333,1.5125,3975.2,33.85,19.925,17.7
"DS11-03116",27905.2,2012.4,3,96.125,127,518.6,703.6,922.222222222222,2.1625,3801.7,32.95,19.75,15.525
"DS11-03119",27906.2,2012.4,3,87.25,127.666666666667,518.6,700.8,922.888888888889,1.7,3965.2,33.7,19.55,16.575
"DS11-03120",27907.2,2012.4,3,88.125,131.111111111111,518.6,703.6,926.333333333333,1.7,3624.4,35.075,18.575,15.9
"DS11-03122",27908.2,2012.4,3,105.25,132.888888888889,518.6,698.6,928.111111111111,2.1625,4004.7,34.125,19.225,18.575
"DS11-03123",27909.2,2012.4,3,98.75,133.888888888889,518.6,701.8,929.111111111111,1.975,4115.3,34.35,19.025,15.575
"DS11-03124",27910.2,2012.4,3,101.875,131.444444444444,518.6,701.4,926.666666666667,2.1,3466.1,33.575,19.425,14.8
"DS11-03126",27911.2,2012.4,3,100.625,131.888888888889,518.6,699.2,927.111111111111,1.9125,4136.7,33.55,19.4,17.925
"DS11-03128",27912.2,2012.4,3,106,131.625,518.6,700.8,927,2.225,4211.9,34.525,19,17.55
"DS11-03129",27913.2,2012.4,3,90.5,130.888888888889,518.6,701.8,926.111111111111,1.975,3961.6,34.625,19.475,17.5
"DS11-03130",27914.2,2012.4,3,101.125,128.888888888889,518.6,702,924.111111111111,1.85,3858.8,33.825,19.55,14.725
"DS11-03131",27915.2,2012.4,3,100.75,130.555555555556,518.6,704,925.777777777778,1.9125,3809,35.1,18.9,15.275
"DS11-03132",27916.2,2012.4,3,92.5,134.333333333333,518.6,698.8,929.555555555556,1.975,4345,34.4,19.25,17.8
"DS11-03133",27917.2,2012.4,3,92.375,126.444444444444,518.6,700,921.666666666667,1.7625,3768.7,35.075,19.125,14.425
"DS11-03134",27918.2,2012.4,3,101.875,132.777777777778,518.6,701.4,928,1.9125,4285.6,33.825,19.85,19.4
"DS11-03135",27919.2,2012.4,3,98,130.111111111111,518.6,698,925.333333333333,2.1,3987.2,32.35,20,17.95
"DS11-03138",27920.2,2012.4,3,96.125,128.666666666667,518.6,702.6,923.888888888889,2.1,3993.3,31.575,20.6,18.875
"DS11-03142",27921.2,2012.4,3,99.375,133.222222222222,518.6,703.4,928.444444444444,2.1,3954.5,34.625,19.45,17.75
"DS11-03143",27922.2,2012.4,3,96.125,132.888888888889,518.6,705,928.111111111111,1.7,3906.1,34.175,18.525,16
"DS11-03144",27923.2,2012.4,3,97.75,133,518.6,701.4,928.222222222222,1.9125,3935.3,34.375,18.55,18.025
"DS11-03145",27924.2,2012.4,3,96.25,131.777777777778,518.6,702,927,2.1,4157.4,32.625,19.625,17.55
"DS11-03147",27925.2,2012.4,3,79.375,125.666666666667,518.6,699.8,920.888888888889,1.2875,3811.3,34.625,19.55,15.9
"DS11-03148",27926.2,2012.4,3,114.875,135.222222222222,518.6,701.2,930.444444444444,2.225,4507.9,33.025,19.475,19.175
"DS11-03149",27927.2,2012.4,3,103.625,131.888888888889,518.6,701.8,927.111111111111,1.975,3975.6,34.375,19.1,17.025
"DS11-03151",27928.2,2012.4,3,97.25,130.222222222222,518.6,701.2,925.444444444444,1.725,4218.5,33.425,19.125,18.375
"DS11-03154",27929.2,2012.4,3,100.5,129.555555555556,518.6,699.8,924.777777777778,2.2875,4211.4,33.075,19.675,19.525
"DS11-03157",27930.2,2012.4,3,91.5,133.222222222222,518.6,701.4,928.444444444444,1.6625,3921.6,33.625,19.175,16.575
"DS11-03158",28606.3,2012.5,3,103.666666666667,132,519.111111111111,701.2,929,1.7,3665.7,33.6333333333333,19.7666666666667,20.0333333333333
"DS11-03160",28607.3,2012.5,3,100.777777777778,133.375,519.111111111111,703.6,930,1.34444444444444,4124.9,34.8,19.0666666666667,18.2666666666667
"DS11-03161",28608.3,2012.5,3,108.111111111111,129.875,519.111111111111,701.4,926.555555555556,1.4,4172.7,35.1,18.6666666666667,16.5666666666667
"DS11-03162",28609.3,2012.5,3,91.2222222222222,128.875,519.111111111111,700.4,925.666666666667,1.25555555555556,4010.5,33.9,19.6333333333333,15.9
"DS11-03163",28610.3,2012.5,3,111.888888888889,133.875,519.111111111111,702.6,930.444444444444,1.77777777777778,4114.5,34.0666666666667,19.6666666666667,20.3
"DS11-03164",28611.3,2012.5,3,102.777777777778,129.625,519.111111111111,701.6,926.333333333333,1.58888888888889,3729.88888888889,32.7,20.6666666666667,18
"DS11-03165",28612.3,2012.5,3,96.6666666666667,128,519.111111111111,705.2,925.5,1.56666666666667,3559.44444444444,32.55,20.4,19
"DS11-03166",28613.3,2012.5,3,85.2222222222222,129.375,519.111111111111,701.4,926.222222222222,1.23333333333333,3667,33,20.0333333333333,15.9333333333333
"DS11-03168",28614.3,2012.5,3,89,131.25,519.111111111111,699,928,1.34444444444444,3969,34.2666666666667,19.3333333333333,18.1666666666667
"DS11-03169",28615.3,2012.5,3,93.3333333333333,132.75,519.111111111111,704.8,929.333333333333,1.23333333333333,4030.8,35.9333333333333,18.2666666666667,17
"DS11-03170",28616.3,2012.5,3,99.7777777777778,128.857142857143,519.111111111111,701.4,926.125,1.53333333333333,4380.9,34.5,19.5,18.7666666666667
"DS11-03171",28617.3,2012.5,3,98.1111111111111,132.285714285714,519.111111111111,701.4,929.5,1.57777777777778,4068.9,33.2666666666667,19.7333333333333,17.4333333333333
"DS11-03172",28618.3,2012.5,3,100.666666666667,132.25,519.111111111111,701.6,928.777777777778,1.33333333333333,4023.7,34.2333333333333,19.3333333333333,15.8333333333333
"DS11-03173",28619.3,2012.5,3,92.7777777777778,132.142857142857,519.111111111111,703.8,929,1.25555555555556,4023.7,33.9,19.5666666666667,17.1666666666667
"DS11-03174",28620.3,2012.5,3,89.6666666666667,132.75,519.111111111111,701.4,929.222222222222,1.51111111111111,4273.4,32.9666666666667,19.8333333333333,18.4666666666667
"DS11-03175",28621.3,2012.5,3,96.5555555555556,127.142857142857,519.111111111111,700.8,924.625,1.17777777777778,4275,34.6,19.3666666666667,17.0666666666667
"DS11-03176",28622.3,2012.5,3,114.555555555556,128.857142857143,519.111111111111,702,926.125,1.74444444444444,3827,34.4333333333333,20.2,17.8
"DS11-03177",28623.3,2012.5,3,92.4444444444444,130.625,519.111111111111,702.4,927.444444444444,1.38888888888889,3944.1,33.5333333333333,20.1333333333333,17.5333333333333
"DS11-03178",28624.3,2012.5,3,101.111111111111,128.857142857143,519.111111111111,703.4,926.25,1.2,3621.55555555556,34.45,19.9,15.9
"DS11-03180",28625.3,2012.5,3,98.5555555555556,133.5,519.111111111111,701.6,929.888888888889,2.27777777777778,3868.3,34,19.8,17.7333333333333
"DS11-03181",28626.3,2012.5,3,104.111111111111,131.428571428571,519.111111111111,699.2,928.5,1.58888888888889,3876.2,34,19.1,17.9666666666667
"DS11-03183",28627.3,2012.5,3,95.6666666666667,128.75,519.111111111111,699.6,925.555555555556,1.17777777777778,3994.3,32.8,20.4666666666667,17.0666666666667
"DS11-03185",28628.3,2012.5,3,98,128.75,519.111111111111,701,925.666666666667,1.17777777777778,3999.9,33.0333333333333,19.8,15.4
"DS11-03186",28629.3,2012.5,3,103,131.571428571429,519.111111111111,699,928.625,1.62222222222222,4230.2,33.3333333333333,19.9333333333333,18.3333333333333
"DS11-03188",28630.3,2012.5,3,93,131,519.111111111111,700.2,928.125,1.34444444444444,3781.7,35.1666666666667,19.0666666666667,19.3666666666667
"DS11-03189",28631.3,2012.5,3,88.6666666666667,127.285714285714,519.111111111111,700.2,924.625,1.34444444444444,4019.8,34.3333333333333,19.3666666666667,16.5
"DS11-03190",28632.3,2012.5,3,100.222222222222,131.428571428571,519.111111111111,701.2,928.5,1.75555555555556,3903.7,33.8666666666667,19.9666666666667,16.9666666666667
"DS11-03195",28633.3,2012.5,3,94.8888888888889,130.25,519.111111111111,703.2,927.111111111111,1.36666666666667,3805.7,34.5333333333333,19.7333333333333,16.3666666666667
"DS11-03196",28634.3,2012.5,3,95.7777777777778,132.5,519.111111111111,700.8,929.111111111111,1.85555555555556,4012.3,34.2333333333333,19.5333333333333,18.1
"DS11-03197",28635.3,2012.5,3,92.4444444444444,128.142857142857,519.111111111111,700.8,925.5,1.31111111111111,3693.8,35.5,18.9,15.4333333333333
"DS11-03198",28636.3,2012.5,3,87.8888888888889,127.285714285714,519.111111111111,703.6,924.75,1.23333333333333,3859,33.1,20.7,16.5333333333333
"DS11-03199",28637.3,2012.5,3,98.3333333333333,129.571428571429,519.111111111111,702.6,926.75,1.61111111111111,3848.8,34.4333333333333,19.0666666666667,16.0333333333333
"DS11-03200",28638.3,2012.5,3,96.7777777777778,129.75,519.111111111111,701.2,926.555555555556,1.96666666666667,3547.6,34.6666666666667,19.1666666666667,15.3333333333333
"DS11-03202",28639.3,2012.5,3,89.2222222222222,131.625,519.111111111111,702.8,928.555555555556,1.45555555555556,4049.2,33.1,19.5,16.7333333333333
"DS11-03203",28640.3,2012.5,3,92.3333333333333,133.25,519.111111111111,701.6,929.555555555556,1.53333333333333,3856.7,34.4333333333333,19.2,20.8333333333333
"DS11-04002",25218.0909090909,2012.18181818182,4,97.5,131.8,520.636363636364,700.166666666667,929.4,1.26,4053.63636363636,34.4833333333333,18.7833333333333,16.0333333333333
"DS11-04003",25219.0909090909,2012.18181818182,4,98,129.9,520.636363636364,699.833333333333,927.5,1.58,3756,33.7,19.1,16.4833333333333
"DS11-04006",25220.0909090909,2012.18181818182,4,92.9,131.4,520.636363636364,701.333333333333,929,1.48,3589.09090909091,32.8666666666667,19.8833333333333,17.1666666666667
"DS11-04007",25221.0909090909,2012.18181818182,4,93.7,129.5,520.636363636364,700.166666666667,927.1,1.13,4027.09090909091,34.4166666666667,19.1666666666667,16.7666666666667
"DS11-04008",25222.0909090909,2012.18181818182,4,102,128.5,520.636363636364,698.833333333333,926.1,1.23,3879.27272727273,32.8666666666667,19.7,17.5
"DS11-04009",25223.0909090909,2012.18181818182,4,87.1,131.2,520.636363636364,698.333333333333,928.8,1.28,3809.63636363636,34.4833333333333,19,17.7333333333333
"DS11-04010",25224.0909090909,2012.18181818182,4,90.7,126.6,520.636363636364,697.333333333333,924.2,1.16,3810.54545454545,33.0833333333333,19.85,17.1
"DS11-04012",25225.0909090909,2012.18181818182,4,96,129.1,520.636363636364,701,926.7,1.38,3589.45454545455,33.9666666666667,19.15,17.1666666666667
"DS11-04013",25226.0909090909,2012.18181818182,4,93.5,128.2,520.636363636364,699.833333333333,925.8,1.58,3858.27272727273,33.7833333333333,19.2,14.7333333333333
"DS11-04015",25227.0909090909,2012.18181818182,4,94.8,132.5,520.636363636364,701,930.1,1.38,3851.36363636364,34.6166666666667,18.2666666666667,15.7333333333333
"DS11-04016",25228.0909090909,2012.18181818182,4,108.9,128.5,520.636363636364,702.5,926.1,1.75,3732.18181818182,31.75,20.25,17.35
"DS11-04017",25229.0909090909,2012.18181818182,4,93.9,131.6,520.636363636364,697.833333333333,929.2,1.38,3748.45454545455,33.8,19.6333333333333,16.8166666666667
"DS11-04023",25230.0909090909,2012.18181818182,4,92,127.1,520.636363636364,697,924.7,1.28,3745.09090909091,31.7666666666667,20.25,18.3166666666667
"DS11-04027",25231.0909090909,2012.18181818182,4,96.3,128.8,520.636363636364,698.166666666667,926.4,1.78,3502.45454545455,31.8333333333333,19.75,14.95
"DS11-04028",25232.0909090909,2012.18181818182,4,102.2,128,520.636363636364,697.666666666667,925.6,1.38,3961.54545454545,33.45,19.45,18.0833333333333
"DS11-04029",25233.0909090909,2012.18181818182,4,99.6,130.3,520.636363636364,702,927.9,1.33,3579.72727272727,33.5833333333333,19.2666666666667,14.9833333333333
"DS11-04030",25234.0909090909,2012.18181818182,4,98.3,129.3,520.636363636364,697.666666666667,926.9,1.33,3863.45454545455,33.95,19,15.5
"DS11-04032",25235.0909090909,2012.18181818182,4,102.8,131.5,520.636363636364,698.833333333333,929.1,1.43,3681.09090909091,33.9833333333333,19.0166666666667,15.1166666666667
"DS11-04033",25236.0909090909,2012.18181818182,4,86.2,127.3,520.636363636364,701.166666666667,924.9,1.26,3761.72727272727,32.9333333333333,20.0166666666667,17.2333333333333
"DS11-04035",25237.0909090909,2012.18181818182,4,103.1,131.1,520.636363636364,698.333333333333,928.7,1.65,3830.09090909091,32.95,19.4333333333333,16.95
"DS11-04036",25238.0909090909,2012.18181818182,4,98.5,129.2,520.636363636364,700.5,926.8,1.23,3928.09090909091,32.2666666666667,19.4833333333333,16.05
"DS11-04037",25239.0909090909,2012.18181818182,4,97.4,129.3,520.636363636364,700.333333333333,926.9,1.33,4074.09090909091,33.5833333333333,19.3,15.4833333333333
"DS11-04039",25240.0909090909,2012.18181818182,4,102.6,128.3,520.636363636364,703.5,925.9,1.68,3602.54545454545,33.2,19.8333333333333,17.0166666666667
"DS11-04040",25241.0909090909,2012.18181818182,4,94.7,131.4,520.636363636364,699,929,1.38,3948.36363636364,33.8333333333333,19.4666666666667,17.55
