Trait	# groups	Compression	-2LnLk	Var_genetic	Var_error
dpoll	77	3.5844155844155843	1539.768786790198	9.074851058102084	13.592424777329766
dpoll	75	3.68	1538.8241446618633	9.329897041012508	13.553774573030228
dpoll	74	3.72972972972973	1538.0975076335117	9.482995484129397	13.512361998508057
dpoll	72	3.8333333333333335	1553.1908525882518	9.199607759470927	14.648887056778792
dpoll	71	3.887323943661972	1552.7349284110865	9.339033570673637	14.626891265391631
dpoll	69	4.0	1569.5316683283452	7.596343526883282	16.37408296750221
dpoll	68	4.0588235294117645	1569.0482301149127	7.717892180666911	16.338177688308416
dpoll	67	4.119402985074627	1568.4696689651598	7.903847475826276	16.281027969010097
dpoll	65	4.246153846153846	1572.5986274728468	7.174441766061921	16.86592158018297
dpoll	64	4.3125	1572.7144634285282	7.211073819677021	16.919290297548716
dpoll	63	4.380952380952381	1572.6916870952075	7.297504755333063	16.930570972667972
dpoll	61	4.524590163934426	1571.997140741048	7.61355976340404	16.876764561805913
dpoll	60	4.6	1571.5997979972476	7.843251340637055	16.82932861136303
dpoll	59	4.677966101694915	1570.946186869806	8.078043824726121	16.76830029612863
dpoll	58	4.758620689655173	1570.2149001674966	8.323975929719973	16.69849443927043
dpoll	57	4.842105263157895	1569.7014049420627	8.539402694035088	16.653224782312545
dpoll	55	5.0181818181818185	1569.2602437202404	8.822816421610325	16.648540658783674
dpoll	54	5.111111111111111	1568.6321736374737	9.076079452539345	16.595302598999343
dpoll	53	5.2075471698113205	1568.1669208264213	9.243063885352559	16.572463499687075
dpoll	52	5.3076923076923075	1568.1768428718267	9.253997306292513	16.6184054990349
dpoll	51	5.411764705882353	1567.7475599120999	9.456773274794847	16.593420744987824
dpoll	50	5.52	1567.3630052907306	9.662878100797116	16.57567132976446
dpoll	49	5.63265306122449	1567.5671841812252	9.66193711479401	16.636111491867403
dpoll	48	5.75	1568.664225588624	9.363683441987712	16.81898408745685
dpoll	47	5.872340425531915	1567.8586544983168	9.672511384299757	16.75590184805671
dpoll	46	6.0	1567.1623780159427	9.929508803360688	16.71171234222963
dpoll	45	6.133333333333334	1566.4304898423409	10.254190235302508	16.65536225132466
dpoll	44	6.2727272727272725	1565.6997426446305	10.570478281110796	16.60346818860942
dpoll	43	6.4186046511627906	1565.6584592146346	10.761918680235603	16.628165678446095
dpoll	42	6.571428571428571	1564.4355979143652	11.06232840645682	16.561378038028987
dpoll	41	6.7317073170731705	1568.0828870978216	10.07904117720678	17.017986967680542
dpoll	40	6.9	1568.8123761274242	9.742984229824414	17.16672969628362
dpoll	39	7.076923076923077	1568.0208607001848	10.12054200724543	17.1113396046093
dpoll	38	7.2631578947368425	1567.4594456680657	10.392693358703303	17.0777442019833
dpoll	37	7.45945945945946	1570.9835170684335	9.626110818980658	17.50687343579297
dpoll	36	7.666666666666667	1570.3056972216489	9.946564957235465	17.488905231616794
dpoll	35	7.885714285714286	1569.4842462922204	10.312551731975816	17.43231485849927
dpoll	34	8.117647058823529	1568.4292853099178	10.76782987131173	17.38313345492439
dpoll	33	8.363636363636363	1567.2247968824927	11.320378017372619	17.310965764459798
dpoll	32	8.625	1566.4825559365743	11.739752597777997	17.26788536983031
dpoll	31	8.903225806451612	1565.7623651421495	12.192758386075026	17.217944239942522
dpoll	30	9.2	1564.7811838679643	12.665895131029105	17.172211318719487
dpoll	29	9.517241379310345	1564.938893314027	12.98194790172286	17.220615033103584
dpoll	28	9.857142857142858	1564.3418943890824	13.507096284998712	17.186442545335318
dpoll	27	10.222222222222221	1563.3868159109984	14.161461854677512	17.12954996467123
dpoll	26	10.615384615384615	1562.783035513239	14.727654776522723	17.111126714554654
dpoll	25	11.04	1561.5906048875745	15.571200958386854	17.050235748246166
dpoll	24	11.5	1560.5445255760278	16.38395627573953	16.99236882327131
dpoll	23	12.0	1559.751499315698	17.139614119101875	16.956496254607583
dpoll	22	12.545454545454545	1558.5126676045427	18.123413168123694	16.89562754057445
dpoll	21	13.142857142857142	1557.4746440863591	19.069863527286152	16.860057981019153
dpoll	20	13.8	1556.3847140272842	20.199411764508934	16.809435342261697
dpoll	16	17.25	1555.4247789652725	23.900849701740896	16.934427213178267
dpoll	15	18.4	1553.653550541132	25.94330261064235	16.868097299397732
dpoll	10	27.6	1552.6578438091917	33.98223816856581	17.186166629468758
dpoll	6	46.0	1570.4526191045143	32.53195185480534	18.9542795002114
